payment_id,ride_id,amount,payment_date
P012091,R018297,38.26,2025-02-04
P012092,R000327,15.34,2025-09-07
P012093,R012573,30.76,2025-03-18
P012094,R010319,8.54,2024-04-25
P012095,R014481,4.91,2026-01-19
P012096,R013957,38.78,2025-06-15
P012097,R012770,22.57,2026-06-27
P012098,R019468,39.93,2024-09-23
P012099,R007795,26.28,2025-08-09
P012100,R019499,21.53,2024-10-30
P012101,R020114,40.28,2026-05-14
P012102,R001416,33.37,2026-03-24
P012103,R002224,32.27,2026-01-18
P012104,R016915,9.94,2025-12-23
P012105,R029429,27.23,2025-08-11
P012106,R009466,37.01,2024-07-20
P012107,R010693,22.88,2025-09-23
P012108,R019048,10.28,2024-12-15
P012109,R005623,13.43,2025-01-27
P012110,R013680,5.28,2025-07-18
P012111,R020843,23.27,2024-08-07
P012112,R004979,33.74,2024-12-04
P012113,R004106,8.98,2026-06-01
P012114,R006891,23.06,2024-11-21
P012115,R015063,35.15,2025-03-11
P012116,R002162,32.1,2024-10-06
P012117,R005719,40.76,2024-06-27
P012118,R007803,36.37,2025-07-09
P012119,R002043,31.24,2025-02-21
P012120,R024060,13.01,2024-12-26
P012121,R021709,7.24,2026-03-03
P012122,R024713,12.24,2024-12-26
P012123,R029985,39.21,2026-05-14
P012124,R026148,32.78,2025-03-12
P012125,R025537,32.71,2024-05-29
P012126,R025537,32.71,2024-05-29
P012127,R026920,40.51,2024-03-20
P012128,R002849,36.72,2025-02-26
P012129,R010047,25.57,2025-08-07
P012130,R008008,8.41,2024-12-29
P012131,R028953,34.45,2024-12-14
P012132,R025032,24.77,2025-09-06
P012133,R021924,16.18,2024-11-28
P012134,R013491,29.61,2025-06-20
P012135,R009134,17.99,2025-02-25
P012136,R012550,32.75,2025-05-22
P012137,R025584,27.29,2025-05-22
P012138,R025380,22.53,2024-12-30
P012139,R024393,13.1,2024-12-30
P012140,R002555,27.06,2026-04-05
P012141,R004538,33.71,2024-12-13
P012142,R012744,29.78,2025-02-01
P012143,R006448,19.5,2025-12-15
P012144,R005894,20.36,2025-04-23
P012145,R027456,39.21,2024-12-09
P012146,R022334,14.5,2025-12-24
P012147,R023780,15.09,2024-05-25
P012148,R022278,12.69,2025-03-04
P012149,R013696,32.39,2026-06-21
P012150,R029531,46.96,2025-10-20
P012151,R017390,6.69,2025-11-15
P012152,R012765,30.27,2025-07-06
P012153,R018098,23.26,2024-10-27
P012154,R026061,12.98,2025-05-01
P012155,R011074,12.33,2025-06-02
P012156,R020877,17.43,2025-01-15
P012157,R026090,19.65,2025-08-31
P012158,R001000,32.74,2025-11-16
P012159,R002225,41.34,2025-11-08
P012160,R005709,21.86,2024-10-05
P012161,R004249,34.09,2026-03-14
P012162,R018737,11.47,2025-09-28
P012163,R004038,11.52,2024-06-04
P012164,R023664,14.67,2026-03-05
P012165,R013582,8.57,2025-05-09
P012166,R025735,29.86,2026-02-06
P012167,R003229,17.86,2025-10-09
P012168,R029503,19.05,2025-05-14
P012169,R007379,27.95,2025-10-31
P012170,R030232,13.51,2025-03-28
P012171,R025374,17.38,2026-04-12
P012172,R016636,36.14,2024-06-25
P012173,R018520,34.59,2024-10-02
P012174,R005018,25.35,2026-04-21
P012175,R005018,25.35,2026-04-21
P012176,R026492,25.48,2024-02-24
P012177,R028744,41.59,2025-10-19
P012178,R023680,13.49,2026-04-11
P012179,R018280,28.45,2024-11-27
P012180,R024189,23.5,2025-09-30
P012181,R016159,34.81,2025-01-02
P012182,R023950,17.8,2024-10-30
P012183,R002824,34.61,2025-07-04
P012184,R003777,33.23,2025-04-01
P012185,R016512,16.94,2025-05-03
P012186,R013749,21.63,2026-01-29
P012187,R006342,36.78,2025-01-15
P012188,R014194,26.49,2025-05-18
P012189,R015884,9.06,2025-09-20
P012190,R008825,16.86,2026-06-23
P012191,R000824,6.66,2024-11-18
P012192,R014339,23.36,2025-09-05
P012193,R011915,30.78,2026-01-30
P012194,R010153,8.39,2024-04-30
P012195,R010794,15.56,2024-06-29
P012196,R004437,37.34,2025-08-09
P012197,R018419,36.23,2025-11-07
P012198,R018551,32.26,2025-12-23
P012199,R014031,25.73,2025-04-17
P012200,R013813,43.86,2026-06-28
P012201,R020641,43.84,2025-11-11
P012202,R018033,17.56,2024-08-05
P012203,R010127,24.55,2025-07-19
P012204,R025768,38.41,2026-03-17
P012205,R002150,28.77,2025-02-14
P012206,R003900,7.5,2025-11-19
P012207,R002446,19.64,2025-11-13
P012208,R011831,26.92,2024-11-11
P012209,R013793,42.16,2025-04-25
P012210,R011436,36.05,2026-02-25
P012211,R028031,16.28,2025-04-03
P012212,R022183,40.81,2025-09-02
P012213,R029251,41.03,2025-12-18
P012214,R003920,15.22,2024-04-01
P012215,R027529,23.0,2026-02-19
P012216,R029294,26.32,2024-08-29
P012217,R023487,14.74,2025-10-26
P012218,R000549,20.88,2025-05-15
P012219,R017808,21.29,2024-04-25
P012220,R009211,24.46,2026-02-06
P012221,R000863,31.33,2024-12-01
P012222,R027365,6.59,2025-05-26
P012223,R012513,6.1,2025-05-03
P012224,R024735,31.46,2025-09-08
P012225,R014607,36.28,2026-02-03
P012226,R020871,12.18,2025-11-04
P012227,R024431,26.75,2024-09-20
P012228,R015514,9.03,2025-03-06
P012229,R019686,25.06,2026-06-21
P012230,R024872,35.61,2025-06-13
P012231,R020302,16.55,2026-04-10
P012232,R019482,23.74,2025-11-02
P012233,R006099,8.63,2024-11-06
P012234,R004915,14.0,2025-01-18
P012235,R025156,34.96,2024-06-17
P012236,R019757,37.45,2025-04-22
P012237,R013533,16.48,2025-02-08
P012238,R007596,7.01,2026-01-12
P012239,R028684,16.08,2026-03-04
P012240,R013865,35.58,2024-12-19
P012241,R005920,27.67,2026-03-21
P012242,R018370,24.29,2026-06-23
P012243,R012057,12.41,2025-04-30
P012244,R028817,26.54,2025-12-31
P012245,R022941,30.91,2025-11-18
P012246,R025822,9.08,2025-11-13
P012247,R028686,28.33,2025-09-25
P012248,R015518,16.78,2026-02-22
P012249,R018530,8.86,2024-04-20
P012250,R001430,31.14,2025-05-20
P012251,R005347,11.75,2025-06-04
P012252,R014757,9.5,2025-12-07
P012253,R028932,22.43,2025-11-11
P012254,R018377,12.74,2026-04-05
P012255,R000762,12.08,2025-02-04
P012256,R017775,22.02,2025-06-07
P012257,R009344,35.76,2025-08-16
P012258,R016841,17.15,2026-05-13
P012259,R014100,16.22,2025-01-15
P012260,R011080,11.85,2025-03-21
P012261,R026249,8.31,2025-01-14
P012262,R002056,35.22,2025-05-31
P012263,R007122,47.07,2026-01-18
P012264,R007054,5.12,2024-09-18
P012265,R022800,31.02,2026-05-26
P012266,R015344,13.5,2026-04-08
P012267,R002636,39.49,2025-07-11
P012268,R011000,16.92,2026-04-01
P012269,R016058,30.75,2025-06-26
P012270,R005313,34.15,2026-01-09
P012271,R026230,8.82,2026-06-05
P012272,R019043,28.47,2025-02-27
P012273,R025793,26.46,2025-04-23
P012274,R017642,18.88,2024-11-02
P012275,R020661,23.56,2026-04-23
P012276,R026271,14.37,2026-05-01
P012277,R011529,41.24,2025-02-28
P012278,R025513,26.88,2024-07-15
P012279,R020195,34.82,2025-02-14
P012280,R014106,25.44,2024-12-11
P012281,R029598,35.22,2025-04-04
P012282,R018765,29.5,2025-05-13
P012283,R019308,46.14,2024-11-10
P012284,R012131,12.35,2025-02-28
P012285,R012259,14.15,2024-03-10
P012286,R007610,34.24,2025-10-24
P012287,R007997,10.72,2026-04-22
P012288,R022633,18.1,2025-06-30
P012289,R007397,6.81,2024-07-26
P012290,R015348,19.14,2026-04-27
P012291,R019252,39.3,2025-12-24
P012292,R016704,29.53,2025-01-18
P012293,R019643,20.84,2024-12-20
P012294,R020443,16.56,2025-01-25
P012295,R020685,43.69,2024-07-25
P012296,R018027,47.81,2024-02-15
P012297,R014369,32.37,2026-03-14
P012298,R014149,7.64,2025-09-08
P012299,R014149,7.64,2025-09-08
P012300,R027357,38.28,2025-07-18
P012301,R006163,6.74,2025-11-25
P012302,R025372,10.4,2025-10-10
P012303,R014604,42.68,2024-11-17
P012304,R019106,42.47,2026-05-11
P012305,R015616,37.14,2024-12-03
P012306,R017458,11.18,2026-05-16
P012307,R005639,21.49,2024-09-23
P012308,R005556,34.12,2025-12-15
P012309,R019741,9.8,2025-02-26
P012310,R013473,30.16,2026-05-25
P012311,R005080,14.65,2025-10-24
P012312,R019089,6.84,2025-09-24
P012313,R015779,25.83,2025-09-05
P012314,R010106,26.79,2025-09-23
P012315,R029586,8.26,2024-08-30
P012316,R002006,22.24,2026-01-30
P012317,R001754,9.26,2026-04-19
P012318,R001597,16.93,2025-06-15
P012319,R001298,26.25,2025-10-15
P012320,R004001,20.96,2025-05-01
P012321,R005758,5.54,2026-02-28
P012322,R004690,18.67,2024-06-29
P012323,R012096,16.01,2025-05-29
P012324,R003125,34.72,2026-02-08
P012325,R010769,5.64,2025-07-20
P012326,R026810,7.37,2025-05-01
P012327,R004921,7.9,2025-11-29
P012328,R006497,34.28,2026-03-14
P012329,R029960,6.0,2026-06-11
P012330,R015080,9.37,2025-11-28
P012331,R029656,6.35,2026-03-24
P012332,R013531,14.94,2025-08-28
P012333,R029969,4.89,2026-03-22
P012334,R018344,28.71,2025-02-07
P012335,R008068,9.91,2024-08-29
P012336,R001620,27.45,2025-03-15
P012337,R000137,34.24,2024-04-29
P012338,R015853,7.7,2025-04-19
P012339,R028582,35.33,2025-03-17
P012340,R019974,5.94,2025-02-26
P012341,R009039,21.73,2025-09-07
P012342,R014955,31.93,2024-11-12
P012343,R010340,27.21,2026-04-12
P012344,R016529,18.06,2025-09-11
P012345,R009757,12.08,2025-02-14
P012346,R028056,10.96,2025-01-04
P012347,R016633,20.54,2025-08-10
P012348,R016824,36.79,2026-02-16
P012349,R011541,24.05,2026-02-25
P012350,R010897,14.97,2025-03-22
P012351,R010884,18.95,2025-12-04
P012352,R028690,31.57,2026-01-27
P012353,R011129,31.86,2024-09-29
P012354,R028254,15.49,2024-12-29
P012355,R008668,25.56,2026-03-16
P012356,R012973,12.55,2026-01-12
P012357,R004920,19.06,2025-06-06
P012358,R006722,23.46,2025-10-20
P012359,R007400,21.78,2025-08-09
P012360,R005171,17.89,2024-09-19
P012361,R008507,22.95,2025-09-28
P012362,R023065,5.58,2024-05-06
P012363,R017381,21.51,2024-05-20
P012364,R016775,22.33,2025-11-21
P012365,R013207,7.7,2025-02-09
P012366,R010346,40.95,2026-01-30
P012367,R013603,21.05,2026-06-14
P012368,R006120,6.28,2024-09-04
P012369,R018473,6.18,2026-06-29
P012370,R002549,11.95,2025-11-23
P012371,R006807,4.98,2025-07-12
P012372,R015260,13.75,2025-02-26
P012373,R016975,17.11,2025-02-21
P012374,R019601,20.28,2025-08-09
P012375,R019190,11.65,2025-07-16
P012376,R026749,35.01,2024-08-08
P012377,R007798,45.09,2025-05-20
P012378,R002281,31.75,2025-03-21
P012379,R001197,22.95,2024-11-25
P012380,R026808,42.58,2025-03-12
P012381,R010380,12.44,2024-06-28
P012382,R023368,11.44,2025-09-02
P012383,R026718,35.36,2026-01-30
P012384,R010261,6.79,2025-12-25
P012385,R006046,10.39,2025-11-07
P012386,R003886,24.33,2026-03-03
P012387,R027159,39.25,2024-08-21
P012388,R021217,14.14,2025-02-19
P012389,R010382,30.18,2024-07-28
P012390,R025629,12.18,2025-10-19
P012391,R007837,40.79,2026-02-11
P012392,R013800,34.32,2025-01-04
P012393,R009157,13.25,2024-07-26
P012394,R008286,11.72,2024-07-12
P012395,R025499,31.53,2025-01-30
P012396,R021249,8.67,2025-08-18
P012397,R005179,13.71,2024-09-16
P012398,R009907,5.89,2025-08-29
P012399,R012998,6.69,2026-01-01
P012400,R011714,33.07,2025-11-03
P012401,R024585,5.3,2025-06-20
P012402,R016000,30.16,2024-05-16
P012403,R010002,32.13,2025-05-14
P012404,R022491,33.39,2026-04-01
P012405,R008310,8.23,2024-10-31
P012406,R025127,32.93,2026-05-12
P012407,R008835,7.61,2025-05-16
P012408,R013129,40.87,2026-04-27
P012409,R015223,14.86,2025-09-30
P012410,R018423,31.05,2025-01-10
P012411,R023762,27.77,2025-04-25
P012412,R023762,27.77,2025-04-25
P012413,R004687,33.2,2026-02-16
P012414,R022928,31.08,2025-10-10
P012415,R013201,30.43,2025-08-10
P012416,R018507,22.11,2024-06-24
P012417,R009683,35.32,2025-06-28
P012418,R023043,10.23,2025-08-17
P012419,R006654,10.03,2026-04-21
P012420,R025783,35.45,2025-05-25
P012421,R005990,25.16,2025-01-01
P012422,R014512,11.94,2025-12-19
P012423,R006649,32.22,2026-03-29
P012424,R001636,44.65,2025-06-07
P012425,R001563,38.94,2026-01-16
P012426,R000670,16.35,2025-11-01
P012427,R007642,10.24,2025-11-08
P012428,R004857,33.0,2025-02-09
P012429,R026596,26.11,2026-01-24
P012430,R014131,13.26,2025-10-25
P012431,R019194,36.01,2026-05-26
P012432,R006979,24.92,2024-06-20
P012433,R017725,18.0,2024-07-10
P012434,R028701,24.38,2025-03-03
P012435,R000764,8.53,2024-08-25
P012436,R013868,43.82,2025-05-11
P012437,R016604,7.53,2024-05-30
P012438,R018792,21.12,2025-03-26
P012439,R010763,38.87,2025-10-15
P012440,R009997,8.47,2024-09-08
P012441,R024679,20.54,2024-02-24
P012442,R011154,15.77,2026-04-20
P012443,R024121,7.91,2024-09-30
P012444,R014924,19.44,2025-04-18
P012445,R008363,41.45,2024-09-17
P012446,R005866,26.76,2025-09-10
P012447,R026252,7.63,2024-12-14
P012448,R009371,21.27,2024-11-16
P012449,R000859,9.33,2026-02-19
P012450,R025138,23.9,2024-12-30
P012451,R026461,30.46,2024-03-08
P012452,R014885,38.75,2024-04-13
P012453,R016557,33.96,2026-04-25
P012454,R021566,9.22,2025-06-13
P012455,R010732,47.13,2025-06-05
P012456,R017434,41.8,2025-10-23
P012457,R005700,23.14,2025-11-20
P012458,R009790,32.17,2024-12-09
P012459,R003576,15.16,2024-08-18
P012460,R024692,25.1,2026-04-11
P012461,R008589,34.56,2025-03-16
P012462,R027184,27.12,2025-01-26
P012463,R001054,12.25,2024-08-16
P012464,R015220,29.78,2024-07-23
P012465,R022685,41.97,2025-12-04
P012466,R009224,33.3,2024-05-20
P012467,R017672,36.23,2025-01-12
P012468,R014383,37.31,2024-11-15
P012469,R008239,31.4,2025-12-16
P012470,R005196,33.56,2025-05-29
P012471,R000328,28.78,2025-07-03
P012472,R019102,32.77,2025-07-24
P012473,R021615,5.18,2026-03-14
P012474,R017742,18.21,2026-05-01
P012475,R007626,16.99,2024-10-06
P012476,R017842,11.94,2026-06-30
P012477,R007902,23.22,2025-12-03
P012478,R018712,18.85,2024-03-03
P012479,R014294,16.88,2025-04-12
P012480,R027686,11.02,2025-03-03
P012481,R011617,30.0,2025-05-31
P012482,R017343,21.91,2025-10-20
P012483,R019758,6.17,2025-11-03
P012484,R020115,13.39,2024-10-02
P012485,R003888,23.57,2024-08-13
P012486,R010827,22.84,2024-06-10
P012487,R016294,31.76,2025-05-27
P012488,R006963,43.34,2025-10-16
P012489,R001992,22.94,2025-11-27
P012490,R029029,19.88,2025-11-29
P012491,R013736,17.39,2026-04-26
P012492,R009958,20.54,2025-09-03
P012493,R017008,7.21,2024-10-27
P012494,R004192,12.16,2026-01-30
P012495,R014287,28.88,2024-04-03
P012496,R011634,13.47,2025-06-02
P012497,R021664,37.42,2025-12-02
P012498,R005020,33.04,2025-02-25
P012499,R016056,34.72,2025-10-26
P012500,R009817,26.0,2024-11-05
P012501,R026444,26.77,2025-07-13
P012502,R008116,12.16,2026-02-27
P012503,R009676,18.73,2026-04-15
P012504,R002520,15.94,2025-10-31
P012505,R014295,42.0,2024-07-04
P012506,R021080,7.68,2025-05-17
P012507,R026629,21.4,2025-02-28
P012508,R021278,13.16,2025-03-17
P012509,R001639,15.2,2024-09-09
P012510,R027891,15.58,2024-07-15
P012511,R020206,20.0,2026-04-18
P012512,R013083,18.06,2026-04-24
P012513,R000285,28.42,2026-03-15
P012514,R012738,17.52,2025-11-29
P012515,R016432,8.06,2025-05-05
P012516,R001128,44.77,2025-04-16
P012517,R004995,12.27,2024-11-30
P012518,R015490,6.82,2025-04-30
P012519,R028824,10.83,2026-03-04
P012520,R001510,15.56,2025-09-23
P012521,R009313,5.05,2024-06-29
P012522,R028230,6.44,2025-04-20
P012523,R018797,12.68,2025-11-15
P012524,R008815,26.21,2026-04-15
P012525,R011687,31.83,2024-09-13
P012526,R012325,20.38,2024-09-07
P012527,R024704,12.02,2024-11-11
P012528,R012625,8.73,2025-11-02
P012529,R016482,26.1,2024-10-30
P012530,R016203,4.76,2024-07-09
P012531,R007353,43.09,2026-01-25
P012532,R017094,38.12,2025-02-14
P012533,R003391,7.82,2026-05-31
P012534,R003144,35.8,2026-04-20
P012535,R008145,25.59,2025-03-25
P012536,R020224,27.69,2026-06-07
P012537,R003080,24.0,2025-07-04
P012538,R012603,20.28,2025-07-15
P012539,R014931,20.8,2025-02-19
P012540,R002715,14.64,2026-03-15
P012541,R016230,17.68,2026-01-17
P012542,R008150,25.45,2025-09-30
P012543,R002483,41.6,2024-05-22
P012544,R025407,47.46,2026-01-11
P012545,R013904,27.98,2024-10-13
P012546,R003166,15.03,2024-10-06
P012547,R004678,17.05,2024-08-13
P012548,R007716,9.98,2025-08-01
P012549,R029565,39.12,2025-05-08
P012550,R018510,28.08,2025-05-02
P012551,R028814,33.42,2026-05-01
P012552,R009484,45.78,2025-02-28
P012553,R025375,35.99,2025-04-26
P012554,R002842,37.35,2025-08-03
P012555,R020043,19.24,2025-05-04
P012556,R014185,20.65,2025-02-01
P012557,R023425,14.72,2025-09-20
P012558,R001477,19.11,2025-03-04
P012559,R014487,38.95,2024-07-31
P012560,R028864,32.14,2026-02-08
P012561,R019150,16.82,2025-06-17
P012562,R008743,35.79,2025-04-26
P012563,R014478,25.54,2025-08-24
P012564,R002209,40.12,2025-10-29
P012565,R010400,30.94,2024-10-20
P012566,R023867,33.55,2026-01-18
P012567,R013598,33.8,2026-03-31
P012568,R010282,25.04,2025-02-01
P012569,R023383,8.19,2025-06-20
P012570,R010712,9.79,2024-07-08
P012571,R001861,16.89,2024-09-23
P012572,R002351,28.87,2025-03-08
P012573,R000097,17.77,2025-05-22
P012574,R015803,9.55,2025-12-09
P012575,R022424,13.15,2025-03-02
P012576,R021568,5.07,2025-06-06
P012577,R005354,25.34,2025-07-16
P012578,R025340,11.3,2024-06-26
P012579,R007254,6.9,2025-08-15
P012580,R017970,16.97,2025-03-12
P012581,R018574,9.62,2026-04-30
P012582,R029981,22.17,2025-05-02
P012583,R001261,8.55,2025-04-12
P012584,R001655,30.85,2025-06-04
P012585,R001655,30.85,2025-06-04
P012586,R022955,22.96,2025-06-04
P012587,R003621,30.65,2026-06-04
P012588,R004322,12.3,2026-02-15
P012589,R016117,30.52,2025-08-07
P012590,R004666,20.54,2026-02-19
P012591,R027624,22.19,2026-05-31
P012592,R012246,18.95,2025-12-01
P012593,R011870,31.52,2024-04-07
P012594,R005701,5.07,2025-02-18
P012595,R014712,34.9,2024-08-03
P012596,R010276,22.26,2025-04-28
P012597,R023445,32.07,2025-05-27
P012598,R024502,13.4,2024-11-24
P012599,R003575,41.77,2025-06-29
P012600,R007557,35.23,2026-01-23
P012601,R013731,9.36,2024-10-23
P012602,R024556,25.61,2024-11-21
P012603,R029465,8.72,2026-03-15
P012604,R018214,14.06,2025-07-04
P012605,R023538,14.98,2025-09-01
P012606,R026441,5.99,2026-06-20
P012607,R029337,34.39,2025-07-18
P012608,R020478,25.02,2025-12-22
P012609,R008013,35.37,2024-08-29
P012610,R015129,5.88,2025-09-28
P012611,R008839,15.78,2024-06-13
P012612,R017980,32.93,2024-07-13
P012613,R008702,25.81,2025-03-26
P012614,R024647,16.7,2025-03-27
P012615,R022974,33.39,2026-05-15
P012616,R012451,37.21,2024-10-07
P012617,R002830,6.19,2025-02-08
P012618,R019013,42.15,2025-12-06
P012619,R022832,4.89,2024-07-24
P012620,R024365,18.72,2025-10-12
P012621,R009502,28.36,2024-11-29
P012622,R000478,24.16,2026-03-17
P012623,R023159,12.28,2025-08-06
P012624,R020076,32.66,2024-09-19
P012625,R023909,35.41,2024-08-17
P012626,R000066,7.5,2025-06-20
P012627,R028608,9.61,2025-10-08
P012628,R014537,9.48,2026-01-28
P012629,R013059,22.72,2025-02-10
P012630,R003054,16.23,2025-10-18
P012631,R010630,35.21,2024-11-27
P012632,R025848,14.76,2025-07-17
P012633,R028335,31.96,2025-03-14
P012634,R006294,23.06,2024-11-06
P012635,R025313,25.21,2025-01-24
P012636,R020491,26.53,2024-06-15
P012637,R011354,12.97,2025-03-18
P012638,R019588,35.48,2025-09-19
P012639,R022851,25.22,2025-03-28
P012640,R012354,7.35,2025-11-02
P012641,R013373,13.37,2026-03-24
P012642,R015144,26.32,2025-07-08
P012643,R003917,46.11,2025-03-02
P012644,R023825,27.34,2025-09-11
P012645,R026711,36.31,2026-03-28
P012646,R008392,32.6,2024-12-05
P012647,R026617,34.35,2024-09-24
P012648,R021445,5.36,2026-05-27
P012649,R006208,9.53,2024-10-28
P012650,R020945,36.76,2024-09-18
P012651,R010533,13.97,2024-11-27
P012652,R002437,25.5,2024-10-21
P012653,R003035,43.71,2025-11-13
P012654,R005614,39.28,2025-03-04
P012655,R007684,35.75,2024-12-09
P012656,R029044,19.55,2025-10-20
P012657,R025503,8.46,2026-03-05
P012658,R009866,29.19,2026-02-11
P012659,R014110,33.02,2024-02-21
P012660,R006466,9.77,2025-07-03
P012661,R011632,5.24,2024-09-19
P012662,R022572,25.73,2025-02-19
P012663,R027788,41.9,2026-05-04
P012664,R007859,11.0,2024-07-20
P012665,R021793,46.76,2026-05-02
P012666,R002570,43.47,2025-02-02
P012667,R023401,24.82,2025-12-02
P012668,R003157,25.78,2025-04-03
P012669,R022762,20.96,2025-07-02
P012670,R001662,28.71,2025-07-25
P012671,R014550,24.2,2025-05-16
P012672,R012756,9.0,2025-04-23
P012673,R022342,35.17,2025-05-01
P012674,R000506,34.08,2025-12-18
P012675,R005370,26.25,2026-06-08
P012676,R003473,32.03,2024-07-03
P012677,R001024,31.48,2024-10-09
P012678,R021562,29.34,2024-10-02
P012679,R019129,26.35,2024-12-19
P012680,R012698,23.93,2025-04-19
P012681,R001113,20.19,2026-06-28
P012682,R019346,37.12,2024-06-14
P012683,R016656,17.32,2025-07-04
P012684,R005125,29.47,2024-12-05
P012685,R009370,11.16,2024-09-07
P012686,R025237,12.17,2025-06-11
P012687,R019036,10.55,2026-05-23
P012688,R013653,10.26,2025-09-23
P012689,R006427,20.45,2025-01-30
P012690,R022749,35.44,2025-02-16
P012691,R007641,12.59,2024-11-05
P012692,R019764,34.08,2025-12-21
P012693,R019148,32.78,2024-11-21
P012694,R015822,23.98,2025-08-08
P012695,R024998,30.9,2025-04-13
P012696,R015877,24.79,2024-12-15
P012697,R026092,17.48,2024-08-13
P012698,R001243,31.76,2024-12-20
P012699,R011696,21.0,2024-12-22
P012700,R013885,44.19,2025-06-02
P012701,R000352,8.64,2025-11-11
P012702,R020497,11.36,2025-11-01
P012703,R013743,26.78,2024-12-03
P012704,R002274,23.97,2024-12-17
P012705,R006744,31.98,2025-12-18
P012706,R013828,10.72,2025-10-24
P012707,R022159,6.97,2026-06-12
P012708,R024758,36.96,2025-10-29
P012709,R019993,24.41,2025-02-28
P012710,R001678,35.07,2024-11-16
P012711,R018580,7.88,2025-03-14
P012712,R001038,41.88,2026-04-14
P012713,R010550,11.6,2025-04-20
P012714,R009834,35.62,2025-12-24
P012715,R010593,20.77,2025-03-01
P012716,R011785,21.24,2025-04-29
P012717,R029878,5.64,2024-08-04
P012718,R008031,31.03,2024-07-26
P012719,R020881,9.44,2025-03-18
P012720,R006036,29.43,2026-05-03
P012721,R001844,32.9,2025-11-20
P012722,R008759,38.79,2025-05-25
P012723,R013028,15.24,2025-08-09
P012724,R002251,17.95,2024-12-22
P012725,R004583,31.31,2024-10-14
P012726,R000586,21.57,2024-10-25
P012727,R000586,21.57,2024-10-25
P012728,R026962,40.21,2026-05-22
P012729,R004802,25.9,2026-01-19
P012730,R019127,5.59,2025-03-02
P012731,R006501,12.68,2025-07-13
P012732,R013615,30.58,2025-02-15
P012733,R016435,35.63,2025-05-10
P012734,R029256,28.55,2025-01-26
P012735,R003959,10.8,2026-04-30
P012736,R019776,12.51,2026-01-18
P012737,R028802,39.43,2026-03-30
P012738,R010505,11.22,2025-12-05
P012739,R008465,11.31,2025-09-01
P012740,R023154,17.41,2025-07-13
P012741,R010842,13.42,2024-11-18
P012742,R011339,24.37,2025-10-01
P012743,R029402,5.48,2024-10-26
P012744,R017958,14.43,2025-12-25
P012745,R020955,12.97,2025-04-30
P012746,R029092,19.24,2024-10-17
P012747,R024030,6.17,2024-12-01
P012748,R028134,24.13,2024-09-17
P012749,R013367,12.91,2025-05-25
P012750,R025715,19.37,2025-07-11
P012751,R027554,24.87,2024-09-22
P012752,R012303,37.54,2024-05-04
P012753,R010384,12.8,2024-11-27
P012754,R017272,35.02,2026-01-05
P012755,R015983,25.94,2024-10-05
P012756,R021274,8.74,2026-01-22
P012757,R002125,31.38,2025-10-05
P012758,R007611,21.1,2025-10-20
P012759,R021212,38.86,2025-05-10
P012760,R015455,35.37,2026-06-22
P012761,R023699,44.94,2024-10-03
P012762,R007025,14.18,2025-04-25
P012763,R028478,44.14,2024-10-14
P012764,R017444,20.67,2025-06-10
P012765,R007708,28.49,2026-04-07
P012766,R023501,22.66,2024-09-08
P012767,R021984,29.47,2026-02-06
P012768,R026688,28.79,2026-02-18
P012769,R029506,38.78,2025-10-16
P012770,R017294,37.2,2024-07-28
P012771,R025218,32.92,2025-01-17
P012772,R021461,16.2,2025-06-04
P012773,R028822,29.16,2026-01-29
P012774,R012805,22.67,2025-10-23
P012775,R010871,41.58,2026-06-23
P012776,R025091,23.04,2025-01-23
P012777,R028090,26.07,2025-10-20
P012778,R023088,16.96,2025-09-20
P012779,R007285,31.16,2025-11-11
P012780,R021893,9.03,2025-11-22
P012781,R021092,9.96,2024-05-16
P012782,R026368,21.91,2025-03-16
P012783,R003771,35.1,2025-02-21
P012784,R012949,40.05,2026-01-17
P012785,R009146,6.67,2025-12-15
P012786,R017866,36.59,2025-08-02
P012787,R015264,7.35,2025-05-14
P012788,R016433,17.12,2026-06-04
P012789,R027753,7.91,2025-10-14
P012790,R014455,9.82,2025-08-05
P012791,R023027,9.39,2024-09-19
P012792,R010049,29.13,2025-07-24
P012793,R024243,25.98,2026-05-01
P012794,R002744,17.48,2026-03-30
P012795,R016897,40.72,2024-07-12
P012796,R024876,44.48,2025-10-08
P012797,R020170,18.74,2025-01-13
P012798,R016176,41.66,2024-11-22
P012799,R025798,16.2,2025-11-15
P012800,R002469,18.44,2024-07-10
P012801,R016489,30.31,2024-06-11
P012802,R006498,17.17,2025-04-19
P012803,R010069,16.71,2026-02-11
P012804,R001560,30.23,2026-02-20
P012805,R007311,8.62,2025-11-14
P012806,R029158,22.31,2025-06-04
P012807,R014083,37.76,2026-03-23
P012808,R007398,29.08,2026-03-02
P012809,R029031,35.55,2025-01-10
P012810,R009381,28.15,2024-10-28
P012811,R016966,21.64,2026-01-12
P012812,R022850,8.32,2024-04-18
P012813,R028347,20.17,2025-09-23
P012814,R023575,32.36,2025-03-03
P012815,R023689,33.0,2026-04-24
P012816,R018328,24.28,2025-10-21
P012817,R012833,39.78,2025-09-10
P012818,R026608,19.24,2025-11-19
P012819,R001107,26.98,2024-11-06
P012820,R020070,39.52,2025-08-20
P012821,R020070,39.52,2025-08-20
P012822,R024719,5.53,2025-02-18
P012823,R028327,8.21,2025-01-12
P012824,R000433,20.43,2024-03-21
P012825,R016154,25.0,2024-07-27
