ride_id,user_id,ride_date,city,distance_km,fare_amount,payment_method,status
R007133,U01033,2026-05-13,Berlin,24.7,30.76,card,completed
R002814,U01321,2026-06-06,Berlin,15.2,26.25,cash,completed
R010019,U00617,2024-09-17,Hamburg,12.9,18.06,apple_pay,completed
R019214,U00288,2025-10-27,Berlin,15.0,0.21,apple_pay,cancelled
R003291,U00571,2025-06-13,Cologne,7.8,12.64,apple_pay,completed
R020851,U00268,2024-03-31,Berlin,6.9,2.88,paypal,cancelled
R005484,U00247,2026-05-22,Cologne,,17.24,cash,completed
R008025,U00123,2025-06-02,Berlin,1.4,5.46,paypal,completed
R011768,U01678,2024-08-26,Frankfurt,23.7,37.66,apple_pay,completed
R014953,U00856,2024-06-21,Berlin,9.3,17.46,card,completed
R025661,U01230,2024-05-09,Frankfurt,10.2,18.88,cash,completed
R027797,U01656,2026-03-07,Berlin,3.7,7.95,card,completed
R020740,U00572,2026-03-17,Cologne,21.4,30.07,cash,completed
R027825,U01455,2025-10-13,Berlin,7.3,14.0,card,completed
R009511,U00388,2026-02-12,Munich,1.4,5.32,card,completed
R015821,U00641,2026-03-15,Frankfurt,21.9,34.54,paypal,completed
R017701,U01852,2024-10-08,Munich,21.5,29.55,paypal,completed
R013477,U01763,2025-03-15,Frankfurt,4.0,9.55,apple_pay,completed
R027927,U01085,2024-04-06,Munich,13.7,25.05,card,completed
R020693,U01837,2024-10-05,Hamburg,12.8,20.06,apple_pay,completed
R010262,U01200,2026-02-10,Cologne,7.6,14.39,apple_pay,completed
R007988,U00316,2026-02-05,Munich,22.0,1.14,card,cancelled
R003681,U01011,2024-05-26,Hamburg,14.8,26.37,card,completed
R009681,U00531,2025-12-15,Cologne,16.8,25.0,apple_pay,completed
R014314,U00099,2024-11-05,Frankfurt,13.9,22.84,card,completed
R019456,U00170,2025-02-26,Munich,26.0,40.02,cash,completed
R015255,U01356,2025-05-22,Berlin,18.2,3.98,paypal,cancelled
R026745,U00354,2025-05-25,Frankfurt,5.4,11.57,cash,completed
R020093,U01732,2025-06-23,Frankfurt,9.9,17.1,card,completed
R015352,U01081,2025-01-06,Frankfurt,1.2,5.09,card,completed
R019128,U01303,2025-10-03,Cologne,3.2,7.34,apple_pay,completed
R025899,U01777,2024-05-30,Frankfurt,5.5,12.23,paypal,completed
R009601,U00917,2025-05-03,Frankfurt,10.3,3.59,apple_pay,cancelled
R017501,U00324,2025-05-20,Cologne,7.1,12.75,apple_pay,completed
R017575,U00571,2025-02-26,Munich,24.4,32.85,paypal,completed
R017968,U01141,2025-04-16,Berlin,25.9,43.34,apple_pay,completed
R028484,U01199,2024-03-23,Cologne,17.0,27.56,paypal,completed
R002545,U00221,2025-06-16,Berlin,9.6,0.01,card,cancelled
R025093,U01734,2026-01-27,Berlin,3.3,7.3,paypal,completed
R005950,U00726,2024-09-09,Munich,3.9,9.48,card,completed
R016535,U01653,2026-03-07,Hamburg,4.3,8.35,cash,completed
R013341,U01843,2025-11-09,Berlin,14.9,2.81,apple_pay,cancelled
R015717,U00909,2026-02-13,Berlin,16.2,22.23,card,completed
R003193,U00448,2024-05-31,Hamburg,17.6,29.93,cash,completed
R024544,U00444,2026-05-10,Hamburg,22.6,37.22,paypal,completed
R009278,U00302,2024-06-28,Frankfurt,9.8,16.82,paypal,completed
R029959,U01412,2025-07-30,Berlin,19.0,29.78,apple_pay,completed
R009032,U01926,2025-06-28,Hamburg,19.1,27.44,cash,completed
R013689,U00642,2026-01-08,Berlin,13.8,24.71,cash,completed
R020595,U01706,2024-12-27,Frankfurt,11.2,18.67,paypal,completed
R012133,U01205,2024-05-14,Munich,12.4,22.0,apple_pay,completed
R009108,U00491,2026-01-25,Cologne,12.8,20.7,cash,completed
R011324,U01540,2025-03-07,Berlin,11.2,3.79,card,cancelled
R026851,U00113,2024-12-08,Frankfurt,22.1,36.26,card,completed
R029928,U00218,2024-08-27,Frankfurt,22.0,31.2,paypal,completed
R005044,U01864,2025-02-12,Hamburg,20.3,32.41,paypal,completed
R017103,U01094,2026-05-23,Berlin,13.7,22.78,cash,completed
R026539,U00111,2025-10-04,Munich,27.7,45.99,apple_pay,completed
R002468,U00159,2026-01-14,Munich,22.3,29.76,paypal,completed
R027001,U00036,2024-09-27,Hamburg,2.3,7.14,card,completed
R023210,U01911,2025-06-26,Frankfurt,16.1,22.66,card,completed
R019014,U01640,2026-02-01,Frankfurt,8.4,13.53,card,completed
R026860,U01615,2025-02-17,Munich,15.1,20.23,cash,completed
R020384,U00042,2025-04-25,Hamburg,2.8,7.33,cash,completed
R017666,U00638,2026-02-08,Hamburg,1.5,5.45,paypal,completed
R010138,U01822,2026-03-16,Munich,8.4,13.97,paypal,completed
R016022,U00088,2024-09-16,Berlin,6.4,12.47,card,completed
R006563,U01406,2025-08-21,Munich,5.7,0.03,apple_pay,cancelled
R023156,U01497,2024-06-07,Munich,17.7,28.14,card,completed
R028826,U00991,2026-06-27,Munich,9.5,17.73,card,completed
R001506,U00545,2025-02-11,Hamburg,14.1,25.68,apple_pay,completed
R014341,U00051,2025-03-18,Munich,25.9,38.82,card,completed
R023107,U00559,2026-06-15,Cologne,11.6,17.41,card,completed
R020078,U01761,2024-12-04,Munich,26.1,1.6,card,cancelled
R000871,U00103,2025-11-03,Cologne,14.2,23.72,card,completed
R021251,U01481,2026-02-14,Berlin,12.9,19.38,card,completed
R026604,U00195,2025-03-28,Munich,25.2,34.17,card,completed
R002202,U00466,2024-12-19,Hamburg,5.0,9.44,cash,completed
R026882,U01935,2024-08-29,Cologne,13.9,21.49,paypal,completed
R002578,U00065,2024-11-15,Munich,26.1,1.83,cash,cancelled
R007329,U01601,2026-06-12,Hamburg,24.1,40.07,card,completed
R007945,U01027,2024-08-18,Cologne,7.8,15.14,apple_pay,completed
R001518,U01247,2025-06-07,Berlin,3.7,7.71,card,completed
R011677,U00469,2026-06-17,Munich,2.9,6.96,paypal,completed
R028461,U01941,2026-04-26,Berlin,9.6,15.22,card,completed
R023080,U01154,2025-12-17,Berlin,13.5,23.64,card,completed
R001798,U01147,2024-09-30,Berlin,14.3,23.1,paypal,completed
R029582,U01740,2025-09-20,Hamburg,22.5,35.3,cash,completed
R001249,U00581,2025-06-04,Cologne,11.9,19.98,cash,completed
R028067,U01264,2026-01-15,Munich,20.8,34.58,apple_pay,completed
R016623,U00977,2024-10-07,Hamburg,11.0,15.92,cash,completed
R016877,U00772,2025-11-03,Berlin,16.3,21.47,paypal,completed
R025681,U01182,2025-07-15,Hamburg,9.6,14.97,card,completed
R029796,U00313,2024-08-25,Berlin,23.8,39.82,paypal,completed
R004883,U01730,2024-10-26,Frankfurt,1.0,4.61,cash,completed
R007238,U00485,2025-10-14,Munich,3.3,7.43,cash,completed
R020900,U00545,2025-06-19,Frankfurt,17.7,0.95,apple_pay,cancelled
R005597,U01900,2025-11-30,Munich,6.8,12.16,paypal,completed
R002759,U00068,2026-04-23,Frankfurt,23.0,33.32,apple_pay,completed
R019596,U01636,2025-12-01,Hamburg,22.3,30.17,card,completed
R029869,U01955,2024-11-05,Berlin,21.9,28.42,apple_pay,completed
R022259,U01482,2024-11-20,Hamburg,7.9,14.5,card,completed
R018657,U01045,2025-08-25,Cologne,3.1,7.76,paypal,completed
R029316,U01243,2026-04-24,Hamburg,14.7,26.91,card,completed
R016255,U02000,2026-03-17,Munich,10.9,18.0,paypal,completed
R007070,U01418,2025-05-02,Frankfurt,12.4,21.66,apple_pay,completed
R018532,U01774,2026-05-21,Berlin,2.9,8.04,paypal,completed
R020033,U01293,2026-01-04,Frankfurt,26.1,34.23,cash,completed
R004355,U00690,2025-01-15,Frankfurt,14.3,25.76,cash,completed
R000802,U00843,2025-08-15,Hamburg,2.6,6.98,cash,completed
R016046,U01730,2024-09-28,Berlin,12.7,21.95,card,completed
R018766,U00373,2024-05-21,Munich,8.8,3.44,card,cancelled
R011090,U00440,2025-09-10,Cologne,21.3,35.88,cash,completed
R000749,U00532,2026-01-23,Hamburg,10.4,19.94,cash,completed
R019968,U00521,2025-11-12,Berlin,21.0,0.07,card,cancelled
R001085,U00593,2024-07-07,Berlin,16.7,24.25,cash,completed
R005515,U00876,2024-06-16,Cologne,4.4,9.72,card,completed
R024430,U00871,2025-12-02,Cologne,14.8,25.76,paypal,completed
R012308,U01184,2025-01-23,Cologne,14.0,24.0,paypal,completed
R005784,U01261,2025-10-19,Berlin,15.1,24.59,cash,completed
R007861,U01668,2025-10-23,Munich,12.5,17.97,cash,completed
R009317,U01373,2025-04-15,Frankfurt,3.4,8.07,apple_pay,completed
R029037,U01568,2025-04-17,Berlin,27.9,40.46,apple_pay,completed
R003164,U01660,2025-04-20,Berlin,7.5,12.58,paypal,completed
R022408,U01573,2025-10-03,Cologne,8.9,17.26,paypal,completed
R009793,U01222,2025-06-12,Munich,10.2,18.61,apple_pay,completed
R020120,U00105,2026-05-23,Frankfurt,24.6,39.01,cash,completed
R019202,U00472,2025-10-01,Frankfurt,24.0,38.02,apple_pay,completed
R010686,U00704,2025-07-31,Frankfurt,2.3,7.13,cash,completed
R020181,U01308,2024-12-24,Cologne,16.0,21.68,apple_pay,completed
R029400,U01885,2026-04-11,Cologne,27.5,43.7,apple_pay,completed
R013792,U00530,2025-03-21,Cologne,11.7,0.92,apple_pay,cancelled
R005854,U01646,2025-10-31,Berlin,17.9,23.94,apple_pay,completed
R003224,U01306,2025-06-15,Cologne,3.6,8.65,apple_pay,completed
R017030,U00573,2024-05-10,Munich,15.8,26.17,cash,completed
R023975,U00849,2024-09-26,Frankfurt,11.6,21.75,apple_pay,completed
R002771,U00973,2025-05-08,Hamburg,16.9,23.93,paypal,completed
R011995,U01997,2024-09-17,Hamburg,9.6,16.89,cash,completed
R024757,U01184,2025-01-02,Cologne,6.4,11.36,paypal,completed
R011035,U01724,2025-05-02,Berlin,16.6,23.22,apple_pay,completed
R012925,U00643,2026-06-26,Cologne,18.2,23.79,card,completed
R001759,U01169,2025-12-03,Munich,25.6,32.16,apple_pay,completed
R029576,U00696,2026-03-07,Cologne,1.7,5.48,paypal,completed
R023490,U00380,2025-06-23,Cologne,7.4,14.24,card,completed
R004584,U01727,2025-12-10,Frankfurt,11.1,18.05,cash,completed
R028300,U01745,2025-06-05,Cologne,23.6,40.3,apple_pay,completed
R026054,U01755,2025-07-07,Munich,,26.37,card,completed
R015937,U01747,2025-11-16,Berlin,7.9,15.29,card,completed
R003300,U01551,2024-10-26,Munich,24.0,36.44,cash,completed
R026606,U00231,2025-12-04,Cologne,2.8,7.73,card,completed
R006683,U01772,2025-08-16,Hamburg,26.8,39.05,apple_pay,completed
R018416,U01594,2024-10-14,Hamburg,13.7,23.42,paypal,completed
R011270,U01979,2025-07-01,Berlin,21.8,34.01,paypal,completed
R015076,U00633,2026-01-15,Munich,1.7,5.4,apple_pay,completed
R003115,U01022,2026-04-05,Cologne,4.0,8.13,card,completed
R014693,U00056,2025-11-09,Hamburg,16.0,2.7,card,cancelled
R014985,U01005,2025-10-01,Berlin,23.1,35.64,card,completed
R012012,U00133,2025-09-24,Munich,20.1,31.5,apple_pay,completed
R029998,U00815,2024-06-02,Munich,6.1,10.34,paypal,completed
R018038,U00805,2024-07-15,Hamburg,19.7,32.11,paypal,completed
R028238,U00792,2026-06-23,Berlin,25.2,33.28,cash,completed
R009725,U01567,2024-10-14,Cologne,16.4,24.18,apple_pay,completed
R002511,U01815,2026-01-09,Frankfurt,17.1,25.42,card,completed
R018804,U00767,2025-05-02,Frankfurt,26.7,38.8,apple_pay,completed
R020639,U00329,2025-01-23,Frankfurt,16.9,26.17,cash,completed
R002432,U01342,2026-05-19,Munich,23.0,35.78,apple_pay,completed
R027496,U01451,2024-12-11,Frankfurt,14.7,24.65,apple_pay,completed
R002093,U00422,2025-10-27,Cologne,22.8,36.9,card,completed
R004235,U01050,2024-07-20,Frankfurt,15.9,27.32,paypal,completed
R012270,U01646,2025-08-21,Hamburg,1.4,5.6,paypal,completed
R019392,U01767,2026-02-28,Cologne,16.6,27.49,apple_pay,completed
R024326,U01347,2024-11-30,Frankfurt,21.8,31.31,paypal,completed
R008367,U00020,2024-08-20,Hamburg,21.8,35.09,cash,completed
R015742,U01899,2025-09-20,Munich,10.4,19.28,cash,completed
R002651,U01136,2026-03-26,Berlin,8.5,13.75,apple_pay,completed
R025548,U00849,2024-12-03,Berlin,26.7,40.58,card,completed
R003605,U01988,2024-12-03,Cologne,7.6,13.25,cash,completed
R028697,U01171,2026-04-06,Munich,20.4,34.2,cash,completed
R000480,U00606,2024-10-09,Hamburg,7.9,15.29,apple_pay,completed
R001590,U00367,2025-05-17,Berlin,14.2,21.52,card,completed
R000857,U00801,2025-03-13,Munich,,1.3,card,cancelled
R001693,U00466,2025-07-12,Hamburg,7.3,13.95,cash,completed
R011282,U01663,2026-03-08,Munich,23.1,36.61,cash,completed
R019244,U01814,2025-04-23,Munich,19.5,25.63,card,completed
R014946,U00272,2025-10-26,Berlin,18.4,30.78,card,completed
R000930,U01345,2026-01-13,Frankfurt,,23.23,card,completed
R018720,U01214,2025-08-09,Hamburg,18.4,29.29,cash,completed
R025627,U00008,2025-06-05,Cologne,2.2,6.06,apple_pay,completed
R009267,U01175,2026-02-04,Cologne,19.9,25.9,apple_pay,completed
R008598,U01314,2026-04-22,Munich,19.1,26.04,apple_pay,completed
R007913,U00977,2024-07-26,Berlin,2.5,7.1,paypal,completed
R009804,U01898,2026-04-01,Berlin,5.8,3.44,card,cancelled
R025027,U01307,2025-03-08,Frankfurt,22.8,1.03,apple_pay,cancelled
R016832,U00170,2024-11-06,Berlin,11.4,17.04,apple_pay,completed
R005796,U00772,2025-11-28,Munich,27.7,39.88,paypal,completed
R003625,U00474,2025-10-16,Cologne,21.9,28.2,paypal,completed
R016072,U00493,2025-08-17,Berlin,9.9,17.66,apple_pay,completed
R001457,U00829,2025-08-03,Frankfurt,4.8,2.53,paypal,cancelled
R021086,U01647,2025-09-10,Hamburg,6.1,12.77,cash,completed
R012857,U01655,2026-01-01,Cologne,25.5,42.55,paypal,completed
R003802,U00624,2025-09-21,Cologne,18.7,30.84,paypal,completed
R003739,U00926,2026-01-02,Frankfurt,18.8,24.24,paypal,completed
R022121,U00790,2024-10-23,Cologne,20.4,2.04,cash,cancelled
R008689,U00271,2025-08-24,Frankfurt,9.5,15.65,apple_pay,completed
R014473,U01303,2026-03-23,Munich,4.7,10.74,card,completed
R000907,U00512,2025-05-13,Hamburg,18.5,28.0,apple_pay,completed
R023906,U01021,2025-05-18,Frankfurt,,13.56,cash,completed
R005115,U01345,2026-04-02,Frankfurt,20.6,31.69,paypal,completed
R027765,U00254,2026-03-02,Berlin,16.2,23.75,card,completed
R002566,U01273,2025-06-19,Frankfurt,16.2,0.84,apple_pay,cancelled
R014799,U01603,2026-05-14,Berlin,12.6,17.52,paypal,completed
R017908,U00353,2024-07-05,Cologne,8.4,16.42,cash,completed
R001628,U00208,2025-11-30,Frankfurt,5.1,2.15,card,cancelled
R020873,U01389,2025-10-23,Berlin,3.4,8.39,cash,completed
R003622,U01561,2024-08-11,Frankfurt,23.8,41.37,card,completed
R022981,U00208,2025-10-16,Cologne,27.6,38.28,paypal,completed
R006141,U00833,2026-02-10,Cologne,20.7,31.52,card,completed
R026835,U00367,2025-05-29,Hamburg,24.7,32.67,paypal,completed
R009010,U01461,2024-04-15,Munich,21.2,30.45,cash,completed
R011955,U01475,2025-04-26,Hamburg,16.3,28.83,paypal,completed
R021783,U01584,2026-02-28,Cologne,12.5,21.9,cash,completed
R021702,U01594,2024-06-02,Cologne,18.9,31.37,cash,completed
R005413,U00453,2026-02-23,Hamburg,22.8,34.69,paypal,completed
R008431,U00446,2024-07-25,Cologne,21.3,30.51,card,completed
R029789,U01198,2026-06-28,Cologne,2.5,6.91,card,completed
R013100,U01265,2025-04-23,Hamburg,6.2,11.79,paypal,completed
R017071,U01178,2025-05-22,Berlin,27.0,34.82,card,completed
R009652,U01945,2024-07-15,Cologne,21.5,34.19,apple_pay,completed
R007267,U01790,2024-04-16,Munich,25.3,32.41,apple_pay,completed
R000686,U00540,2026-01-22,Berlin,8.0,13.38,paypal,completed
R021024,U01780,2026-05-27,Cologne,12.6,17.83,cash,completed
R017097,U00393,2026-06-08,Berlin,25.6,34.43,paypal,completed
R005517,U01039,2026-03-26,Berlin,18.2,27.07,paypal,completed
R006844,U00638,2026-03-17,Munich,24.0,30.7,cash,completed
R008466,U01643,2026-06-14,Frankfurt,13.1,24.26,paypal,completed
R019627,U00994,2024-10-03,Cologne,1.3,5.14,paypal,completed
R016247,U00876,2025-09-04,Berlin,14.9,23.38,card,completed
R000235,U00680,2026-03-11,Hamburg,13.3,18.38,paypal,completed
R021646,U00963,2025-05-16,Cologne,1.6,5.74,paypal,completed
R016644,U01533,2024-07-26,Frankfurt,14.0,19.44,apple_pay,completed
R004398,U01160,2025-12-18,Berlin,20.2,26.44,card,completed
R025348,U00740,2025-07-23,Berlin,23.8,36.46,paypal,completed
R010144,U00594,2026-04-13,Cologne,27.1,36.2,cash,completed
R007752,U00277,2024-12-21,Munich,18.1,26.03,paypal,completed
R002610,U00989,2025-05-18,Berlin,11.9,22.04,card,completed
R006740,U00138,2026-04-18,Cologne,5.8,10.04,paypal,completed
R025654,U00155,2024-04-24,Munich,1.7,6.21,paypal,completed
R014825,U01202,2025-06-02,Berlin,15.5,20.6,card,completed
R004825,U01750,2025-09-06,Hamburg,1.4,5.15,paypal,completed
R025542,U00062,2024-02-15,Cologne,23.3,31.17,apple_pay,completed
R002696,U01299,2024-03-09,Berlin,14.8,23.68,cash,completed
R027146,U01333,2024-05-20,Frankfurt,21.1,33.76,paypal,completed
R013699,U01024,2025-11-01,Berlin,22.6,35.27,paypal,completed
R000937,U00549,2025-11-10,Berlin,11.4,21.58,card,completed
R003878,U00158,2026-04-01,Cologne,14.7,20.51,paypal,completed
R012759,U01578,2025-06-22,Cologne,27.7,34.16,card,completed
R004158,U01056,2026-01-28,Munich,3.1,7.95,apple_pay,completed
R020644,U00937,2025-10-23,Hamburg,11.3,20.57,cash,completed
R007777,U00007,2026-04-04,Hamburg,9.8,3.09,paypal,cancelled
R020883,U01410,2025-03-17,Hamburg,18.7,2.1,cash,cancelled
R007195,U01139,2025-05-28,Munich,16.1,28.18,paypal,completed
R011719,U01181,2025-02-27,Frankfurt,27.0,44.89,cash,completed
R011798,U01464,2025-08-21,Frankfurt,5.5,10.69,paypal,completed
R004885,U01829,2025-09-08,Cologne,11.6,1.38,cash,cancelled
R002526,U00269,2026-04-27,Munich,7.5,12.04,cash,completed
R001202,U00293,2025-03-16,Munich,24.4,39.68,cash,completed
R006688,U00533,2024-08-30,Frankfurt,16.2,27.53,paypal,completed
R016641,U00063,2025-09-19,Munich,6.4,12.17,apple_pay,completed
R016965,U00158,2026-02-28,Munich,2.6,8.99,apple_pay,cancelled
R027659,U00746,2025-01-07,Hamburg,3.7,9.35,paypal,completed
R001201,U00645,2024-08-18,Berlin,26.9,2.14,cash,cancelled
R006152,U00075,2024-07-06,Hamburg,19.7,30.06,apple_pay,completed
R002642,U01005,2025-12-01,Hamburg,8.7,16.82,cash,completed
R025622,U01366,2024-06-11,Berlin,5.3,10.94,card,completed
R004031,U01166,2025-08-18,Hamburg,16.8,29.89,apple_pay,completed
R019309,U01387,2025-03-16,Munich,4.8,11.02,card,completed
R002128,U01731,2025-10-03,Berlin,5.2,10.83,card,completed
R015114,U00269,2026-06-26,Frankfurt,7.2,14.78,apple_pay,completed
R008209,U00075,2024-09-13,Berlin,22.0,30.59,apple_pay,completed
R005167,U00080,2025-07-16,Munich,22.3,0.19,apple_pay,cancelled
R009906,U00641,2026-06-15,Hamburg,9.9,18.14,cash,completed
R027053,U01523,2025-07-03,Frankfurt,6.4,10.69,card,completed
R014168,U01015,2026-04-07,Berlin,12.7,20.66,card,completed
R029480,U00034,2025-01-31,Berlin,17.9,23.37,paypal,completed
R019530,U00832,2026-04-12,Berlin,26.3,43.73,apple_pay,completed
R003438,U01194,2025-01-20,Munich,22.8,28.92,apple_pay,completed
R017089,U01243,2026-01-05,Cologne,26.8,46.01,card,completed
R014821,U01443,2025-02-04,Cologne,24.0,2.9,paypal,cancelled
R010795,U01980,2026-02-01,Berlin,25.2,32.46,cash,completed
R013022,U01351,2025-07-25,Munich,23.7,31.12,cash,completed
R013790,U01273,2025-08-20,Cologne,5.3,11.68,apple_pay,completed
R024852,U00311,2025-07-12,Munich,24.9,40.29,card,completed
R027393,U00281,2024-10-27,Frankfurt,22.2,36.85,card,completed
R020365,U00209,2025-12-01,Hamburg,5.0,10.97,cash,completed
R014800,U01543,2024-05-14,Frankfurt,17.5,27.79,paypal,completed
R017977,U00825,2025-12-10,Berlin,12.3,18.87,card,completed
R009859,U01626,2026-04-26,Cologne,5.2,0.13,apple_pay,cancelled
R029045,U00080,2025-05-05,Cologne,3.2,8.09,paypal,completed
R026424,U00767,2025-01-19,Berlin,7.9,15.58,paypal,completed
R022937,U01275,2025-03-15,Hamburg,7.0,13.81,paypal,completed
R011114,U00706,2025-01-09,Munich,13.4,23.19,paypal,completed
R023509,U00067,2026-04-01,Cologne,10.5,18.84,cash,completed
R005134,U00208,2026-01-31,Hamburg,7.4,12.3,apple_pay,completed
R013981,U00599,2025-03-31,Berlin,6.0,12.81,cash,completed
R007152,U01733,2024-09-17,Cologne,14.3,25.14,cash,completed
R015193,U00209,2025-09-07,Berlin,3.1,6.96,paypal,completed
R009762,U00770,2025-08-28,Berlin,18.1,25.17,cash,completed
R010113,U01308,2025-03-14,Frankfurt,22.8,33.36,cash,completed
R001553,U00009,2025-08-21,Hamburg,10.8,16.67,card,completed
R026324,U01910,2025-11-03,Hamburg,19.8,32.09,cash,completed
R021192,U01048,2026-01-08,Cologne,,23.36,cash,completed
R005809,U01298,2025-09-11,Munich,5.7,2.6,paypal,cancelled
R026972,U00208,2025-09-16,Munich,18.3,29.91,card,completed
R007157,U00022,2025-10-01,Cologne,19.7,25.45,apple_pay,completed
R001737,U01280,2025-11-09,Berlin,20.7,29.93,card,completed
R028242,U01404,2024-05-04,Cologne,4.3,8.76,cash,completed
R001322,U00171,2024-07-24,Munich,20.7,31.33,paypal,completed
R020937,U01153,2025-04-24,Munich,14.1,23.76,cash,completed
R025479,U00940,2024-07-19,Hamburg,25.8,42.49,cash,completed
R004392,U01252,2025-12-07,Munich,13.9,20.92,paypal,completed
R022048,U00710,2026-04-19,Hamburg,26.6,34.25,cash,completed
R020335,U00681,2026-03-11,Munich,22.5,31.9,cash,completed
R005562,U01037,2026-03-20,Munich,16.5,20.92,paypal,cancelled
R000242,U01063,2025-05-21,Hamburg,26.8,45.7,card,completed
R009518,U01028,2025-04-14,Hamburg,3.6,3.1,card,cancelled
R019602,U00336,2025-03-04,Frankfurt,16.7,29.68,card,completed
R019593,U01330,2024-08-23,Berlin,9.4,15.75,apple_pay,completed
R029602,U00137,2026-01-03,Frankfurt,16.3,24.05,card,completed
R012718,U00613,2024-12-19,Frankfurt,2.1,6.64,apple_pay,completed
R017529,U00394,2025-03-27,Hamburg,4.7,9.8,apple_pay,completed
R029802,U01863,2025-09-05,Munich,20.7,0.36,apple_pay,cancelled
R009269,U00424,2025-10-21,Frankfurt,10.0,-15.96,apple_pay,completed
R003304,U00681,2025-11-02,Munich,5.3,10.2,paypal,completed
R000373,U01565,2025-04-15,Cologne,7.6,12.98,paypal,completed
R003746,U00924,2024-03-10,Hamburg,24.0,34.14,paypal,completed
R011313,U00709,2024-05-09,Berlin,18.0,24.06,paypal,completed
R005829,U00046,2026-06-28,Frankfurt,12.8,19.24,cash,completed
R015870,U01089,2025-06-04,Frankfurt,13.8,19.5,card,completed
R018045,U00055,2024-07-10,Frankfurt,1.9,6.04,cash,completed
R002340,U01533,2025-07-09,Frankfurt,23.0,35.25,apple_pay,completed
R019009,U00539,2026-05-13,Hamburg,6.2,12.34,apple_pay,completed
R020241,U01866,2025-10-27,Munich,16.1,3.39,cash,cancelled
R009501,U01490,2026-01-07,Berlin,8.1,14.01,cash,completed
R016121,U00290,2025-12-14,Hamburg,16.8,0.38,cash,cancelled
R018659,U00899,2024-10-20,Cologne,21.8,27.86,apple_pay,completed
R004509,U01672,2025-10-16,Cologne,5.0,11.11,apple_pay,completed
R004518,U00159,2026-06-05,Hamburg,2.7,7.56,paypal,completed
R009629,U01859,2024-10-17,Munich,15.9,23.46,paypal,completed
R019553,U00225,2025-05-05,Berlin,22.4,-33.66,apple_pay,completed
R003268,U01981,2025-08-08,Frankfurt,8.5,15.13,paypal,completed
R024041,U01505,2025-04-14,Munich,23.7,39.46,card,completed
R017674,U00292,2024-08-27,Cologne,15.8,24.75,cash,completed
R026694,U00844,2025-10-04,Frankfurt,11.9,18.41,card,completed
R004918,U00319,2024-07-21,Frankfurt,10.5,19.51,apple_pay,completed
R019270,U01908,2024-11-22,Cologne,19.3,32.07,apple_pay,completed
R003710,U00088,2024-04-20,Hamburg,7.3,12.6,card,completed
R012800,U00884,2025-07-09,Berlin,9.4,14.8,cash,completed
R027917,U01221,2026-06-22,Munich,23.5,37.98,card,completed
R020166,U00983,2025-09-13,Hamburg,6.8,13.61,cash,completed
R014688,U01540,2025-03-27,Munich,12.9,22.73,card,completed
R022819,U00793,2025-05-21,Cologne,18.1,28.49,apple_pay,completed
R028766,U01327,2024-12-11,Frankfurt,4.5,9.04,card,completed
R009385,U01015,2025-11-08,Hamburg,4.1,8.22,apple_pay,completed
R003516,U01976,2025-12-12,Hamburg,24.5,42.69,paypal,completed
R019975,U01523,2025-07-21,Hamburg,13.5,21.47,apple_pay,cancelled
R028531,U00474,2026-03-28,Hamburg,16.3,1.47,card,cancelled
R023076,U00358,2026-03-05,Cologne,4.6,10.25,paypal,completed
R001667,U01000,2024-11-24,Munich,15.9,27.12,card,completed
R018265,U01445,2026-01-23,Hamburg,5.0,10.71,paypal,completed
R026314,U00675,2025-09-17,Cologne,15.2,20.92,card,completed
R015516,U01094,2026-01-17,Munich,19.6,30.84,card,completed
R016906,U01389,2025-07-19,Cologne,10.7,17.25,cash,completed
R014288,U01042,2026-03-15,Munich,26.2,39.13,apple_pay,completed
R026325,U01644,2026-03-15,Frankfurt,7.2,14.3,card,completed
R008334,U01624,2025-02-24,Berlin,27.0,3.49,cash,cancelled
R008222,U01955,2024-05-30,Berlin,16.9,24.82,card,completed
R005919,U00386,2026-05-04,Munich,11.2,21.08,cash,completed
R001239,U00962,2025-07-29,Cologne,21.4,35.97,cash,completed
R021650,U00694,2025-11-11,Berlin,,19.53,paypal,completed
R009949,U00720,2025-03-20,Frankfurt,25.4,41.26,paypal,completed
R017073,U01393,2026-03-15,Berlin,19.1,32.49,paypal,completed
R022995,U01944,2025-03-21,Berlin,20.9,30.03,cash,completed
R013502,U01179,2025-11-01,Cologne,24.0,36.11,card,completed
R009135,U01148,2026-05-18,Munich,12.0,20.31,cash,completed
R017269,U01200,2025-10-09,Munich,27.2,41.01,card,completed
R007773,U01642,2025-11-25,Hamburg,16.1,28.91,apple_pay,completed
R028752,U01168,2025-02-19,Munich,17.6,25.94,apple_pay,completed
R012368,U01070,2026-04-25,Hamburg,23.0,1.67,cash,cancelled
R011800,U01907,2024-08-27,Frankfurt,26.9,36.59,cash,completed
R016794,U00306,2025-08-10,Cologne,14.4,25.69,card,completed
R014057,U00554,2024-07-06,Munich,24.6,41.5,card,completed
R016389,U00479,2025-10-17,Cologne,22.6,35.31,cash,completed
R019727,U00493,2025-06-21,Munich,27.0,34.31,paypal,completed
R021851,U01234,2026-01-09,Frankfurt,10.4,15.6,paypal,completed
R016049,U01744,2025-09-06,Hamburg,6.9,13.16,paypal,completed
R028829,U01491,2025-04-21,Frankfurt,3.2,8.02,paypal,completed
